opportunity_id,product,account,deal_stage,close_date,close_value
N8SVXI48,GTX Basic,Zoomit,Lost,2017-11-14,0.0
VG1WQW88,MG Special,Golddex,Lost,2017-11-06,0.0
MEKVHSCB,MG Special,Dontechi,Lost,2017-11-27,0.0
PBJ62FC3,GTXPro,Massive Dynamic,Lost,2017-10-05,0.0
3Q15OHQB,MG Advanced,,Engaging,,
O04P1WN6,GTXPro,Hottechi,Won,2017-12-17,4415.0
600FP406,MG Special,Bioplex,Won,2017-10-02,60.0
2EFTTOAV,GTX Plus Pro,Green-Plus,Won,2017-10-01,5865.0
DDXFIBEY,GTX Plus Pro,Treequote,Lost,2017-11-23,0.0
5BRWXIU3,MG Special,Codehow,Lost,2017-11-27,0.0
WN9ZY701,GTX Plus Basic,Kan-code,Lost,2017-12-14,0.0
DA8D04ED,MG Advanced,Globex Corporation,Lost,2017-10-04,0.0
WLQC2XK4,MG Special,Rundofase,Won,2017-10-02,54.0
A4CVM3PM,GTXPro,Opentech,Won,2017-12-27,5069.0
CNLE5EJ2,GTX Plus Pro,Konex,Won,2017-10-05,5378.0
D3HUUVPL,GTXPro,Mathtouch,Won,2017-12-04,5255.0
2UNDAQZ2,GTX Plus Basic,Domzoom,Lost,2017-10-04,0.0
R2E45IQ8,GTX Plus Pro,Conecom,Won,2017-10-03,5144.0
UX0H8B3W,GTX Plus Pro,Donware,Lost,2017-11-16,0.0
VM0A3057,GTX Plus Pro,Plusstrip,Won,2017-10-03,5527.0
DX9CCI9C,MG Advanced,Nam-zim,Lost,2017-12-19,0.0
8SE1W979,GTX Basic,Hottechi,Lost,2017-10-02,0.0
L6AOARQ9,GTX Basic,dambase,Won,2017-12-21,452.0
I83GQQHA,MG Advanced,Kan-code,Lost,2017-10-05,0.0
10984DDU,GTX Plus Pro,Toughzap,Won,2017-12-28,7300.0
JQVW0KJV,MG Special,Genco Pura Olive Oil Company,Lost,2017-11-09,0.0
UWZHNMR4,GTX Plus Pro,Blackzim,Won,2017-11-26,5196.0
TRET6F45,GTX Plus Pro,Faxquote,Won,2017-12-26,5624.0
8DDC9RLE,MG Advanced,J-Texon,Won,2017-12-15,4110.0
TFGYLK6C,GTX Basic,Inity,Lost,2017-10-04,0.0
4YXXI2OI,MG Special,Codehow,Won,2017-12-18,53.0
3C7A75LH,GTXPro,Massive Dynamic,Won,2017-09-27,5727.0
02LUGFJS,GTXPro,Plussunin,Won,2017-09-28,4308.0
KPF0GREK,MG Advanced,Plussunin,Won,2017-12-09,3329.0
HEG2JK9Y,GTX Plus Basic,Kinnamplus,Lost,2017-10-03,0.0
1ZCAL93A,GTX Plus Pro,Hottechi,Lost,2017-10-04,0.0
5NW6HK74,MG Special,Doncon,Lost,2017-10-04,0.0
EJVD09HQ,MG Special,Betasoloin,Engaging,,
7WFASDCZ,GTX Basic,Gogozoom,Lost,2017-10-03,0.0
7XNX75LI,GTX Plus Pro,Dontechi,Lost,2017-12-08,0.0
RAUWH0GP,GTX Plus Pro,Labdrill,Won,2017-11-27,6105.0
I86I0TJG,GTX Basic,Xx-holding,Won,2017-11-13,549.0
TFW3KAYZ,GTXPro,Doncon,Won,2017-11-12,4828.0
9NH8ACMQ,GTX Plus Basic,Dontechi,Lost,2017-10-04,0.0
86KARIC1,GTX Basic,Y-corporation,Lost,2017-10-03,0.0
N2SLAOZR,GTX Basic,Finhigh,Lost,2017-10-04,0.0
02TUKBP3,MG Special,Zumgoity,Lost,2017-11-30,0.0
KU0YOR3J,GTX Plus Basic,Zumgoity,Won,2017-10-04,1189.0
BRGJCWO1,MG Special,Hottechi,Won,2017-11-28,51.0
IEIZU3TY,GTX Plus Basic,Mathtouch,Lost,2017-12-24,0.0
P8QXRXMR,GTXPro,,Engaging,,
35KZ6QTP,MG Advanced,Xx-holding,Lost,2017-10-03,0.0
V5ZP09PO,GTX Plus Basic,Dontechi,Lost,2017-10-03,0.0
VKB9RFJT,MG Special,Condax,Won,2017-11-20,55.0
Y9HHGGOQ,MG Special,dambase,Won,2017-10-04,53.0
H3AEZ2BZ,MG Special,Plusstrip,Lost,2017-10-05,0.0
LUXAXNBV,GTX Plus Pro,Donquadtech,Won,2017-12-09,5960.0
0XBMBVFP,MG Advanced,Groovestreet,Won,2017-10-04,3438.0
8KIMVD15,MG Special,Cancity,Lost,2017-10-06,0.0
Q06QD8ZW,MG Special,Globex Corporation,Won,2017-11-03,54.0
0SD3OBQI,GTX Plus Basic,Konex,Lost,2017-11-06,0.0
YKZFQT7K,GTX Basic,Kinnamplus,Lost,2017-10-05,0.0
I25J5M7W,MG Advanced,Iselectrics,Lost,2017-09-28,0.0
B2Z4BB5U,GTX Plus Pro,Toughzap,Lost,2017-10-06,0.0
87ZXBDQS,MG Special,Isdom,Lost,2017-10-07,0.0
3LYVAV6P,MG Special,Statholdings,Won,2017-10-03,55.0
G7QIQDSA,GTXPro,,Engaging,,
7I2O2ZCR,GTX Plus Basic,Xx-zobam,Lost,2017-11-19,0.0
SUX7JFN7,GTX Plus Basic,Konex,Lost,2017-11-19,0.0
5DL7R4C3,GTXPro,Hottechi,Lost,2017-10-03,0.0
61ON3Y6O,MG Special,Streethex,Lost,2017-10-02,0.0
HOEKIDDI,GTXPro,Ganjaflex,Lost,2017-11-13,0.0
10YLM9VF,GTXPro,Sonron,Lost,2017-10-09,0.0
LN0DF2XI,MG Special,Sonron,Won,2017-11-27,48.0
ZNE0DAIF,GTX Plus Basic,Hottechi,Lost,2017-11-24,0.0
DTCHPCBB,MG Advanced,Finjob,Won,2017-12-14,3553.0
YID2GAED,GTX Plus Pro,Xx-holding,Lost,2017-10-04,0.0
QFKL9UK2,GTXPro,J-Texon,Won,2017-10-05,4727.0
MC3OSDV0,MG Special,Sunnamplex,Won,2017-10-02,65.0
C7DOYN5Y,GTX Basic,Rangreen,Won,2017-12-25,585.0
JXUSPNPV,GTX Plus Basic,,Engaging,,
K79T6VNV,MG Special,Plexzap,Lost,2017-10-03,0.0
DX8R6PA4,GTX Plus Basic,Domzoom,Lost,2017-10-03,0.0
FZDD9758,MG Advanced,Cancity,Lost,2017-10-07,0.0
0SIFT5DE,MG Advanced,Rangreen,Lost,2017-10-04,0.0
MZSCFJZS,GTX Plus Pro,Konmatfix,Won,2017-10-07,5708.0
D6X5T9D4,MG Special,Hottechi,Lost,2017-10-05,0.0
69Z30MBF,GTX Basic,Bioholding,Won,2017-11-15,571.0
SH0BSL0Z,GTX Basic,Scottech,Won,2017-12-24,619.0
Q5E0NILP,MG Advanced,Donware,Won,2017-10-03,2984.0
RFTDQJ0U,GTX Basic,Bioplex,Won,2017-10-01,558.0
76NU9866,MG Special,Condax,Won,2017-12-02,57.0
13O8NTOT,MG Special,Initech,Won,2017-11-30,61.0
AS3IYIRO,GTX Basic,Hottechi,Won,2017-12-26,543.0
L1WPBDZG,GTXPro,Zotware,Won,2017-12-12,4125.0
QK98E62R,GTX Plus Pro,Ganjaflex,Won,2017-12-29,5301.0
F9THW1PW,GTX Basic,Kinnamplus,Won,2017-10-05,495.0
LQJISQSD,GTX Plus Basic,Bioplex,Won,2017-10-05,955.0
84SZ58S9,GTX Plus Basic,Iselectrics,Won,2017-10-04,1225.0
Q5I9JWH7,GTXPro,Ron-tech,Lost,2017-10-02,0.0
6BSKCQCX,GTX Basic,Conecom,Won,2017-12-25,608.0
UKQD4DPD,GTXPro,Warephase,Won,2017-11-13,4515.0
SI874ZK5,GTXPro,Silis,Lost,2017-10-06,0.0
6XP6FVMN,MG Advanced,Green-Plus,Won,2017-12-18,3772.0
NDMEB0VG,MG Advanced,Kan-code,Lost,2017-10-05,0.0
IGFQGZDK,GTX Basic,Bioholding,Won,2017-12-08,540.0
Y2DLFFN6,MG Advanced,Cancity,Won,2017-09-30,2800.0
I6UCM2J9,MG Advanced,Stanredtax,Won,2017-10-05,3250.0
PT0I4XSM,GTX Plus Basic,Plexzap,Won,2017-10-07,1232.0
X718EF6Y,MG Advanced,Hatfan,Won,2017-10-04,2811.0
FSYTM6YE,GTXPro,,Engaging,,
VUAFV8SS,GTX Plus Basic,Lexiqvolax,Won,2017-12-07,1178.0
SXPV3WCV,GTXPro,Treequote,Won,2017-12-22,4869.0
9PH1EWCH,MG Advanced,Cheers,Lost,2017-12-03,0.0
THPCTGNI,GTX Plus Pro,Inity,Lost,2017-10-02,0.0
XR4PPDOB,GTX Basic,Condax,Won,2017-12-18,507.0
EK06CNRW,MG Advanced,Bioholding,Won,2017-10-06,3681.0
Q25T8PKX,GTX Plus Basic,Doncon,Lost,2017-10-01,0.0
V86S5LWV,GTX Plus Basic,Dontechi,Lost,2017-10-02,0.0
K8Y7CK9T,GTX Plus Pro,Treequote,Won,2017-10-05,5280.0
1LY8CAXD,GTK 500,Betasoloin,Engaging,,
ADS3CQ4B,MG Special,Finjob,Won,2017-11-27,50.0
9UBU6UW4,MG Special,Genco Pura Olive Oil Company,Won,2017-09-29,59.0
ZP9HW0LH,MG Advanced,Kan-code,Won,2017-10-03,3794.0
WV41OJHX,MG Advanced,Ganjaflex,Won,2017-10-03,3786.0
FTUJY4FP,GTX Plus Basic,Condax,Lost,2017-10-07,0.0
ORBIW519,MG Advanced,Plussunin,Lost,2017-12-19,0.0
369V78M2,GTXPro,Mathtouch,Won,2017-10-07,5553.0
792JYPG1,MG Advanced,Konex,Won,2017-10-08,3557.0
Y6Q7Z0SO,MG Special,Green-Plus,Won,2017-10-08,63.0
9IM813OI,GTX Basic,Conecom,Lost,2017-11-11,0.0
GXY3QZ2V,MG Advanced,Scottech,Won,2017-10-06,3704.0
SMP2K39G,GTXPro,,Engaging,,
IVX52FRZ,GTX Plus Basic,Gogozoom,Lost,2017-11-03,0.0
2CN1G52G,MG Advanced,Hottechi,Lost,2017-10-03,0.0
OR0PEAIV,GTX Plus Basic,Ron-tech,Won,2017-11-30,1133.0
EGOU8GB1,GTX Plus Basic,Konex,Won,2017-12-09,1292.0
IIKN6Q8E,MG Advanced,Plusstrip,Won,2017-12-04,3278.0
VTX8GPN8,MG Special,Codehow,Won,2017-10-05,55.0
DVGY4X7E,GTX Basic,Finjob,Won,2017-12-23,498.0
W9LAIASV,MG Special,Sunnamplex,Won,2017-12-30,55.0
9JTFD4FZ,GTX Plus Pro,,Engaging,,
1JFYPP8R,GTX Basic,Cheers,Won,2017-10-05,571.0
C51GWGUE,GTX Plus Basic,,Engaging,,
A62JDGQK,GTXPro,Bubba Gump,Won,2017-10-05,4942.0
K25Z2KKH,GTX Plus Basic,Streethex,Lost,2017-10-05,0.0
U3F5X6BB,MG Special,Bioplex,Lost,2017-12-07,0.0
VJD27D8U,GTXPro,Singletechno,Won,2017-10-01,5340.0
9TMPRT6R,GTX Basic,Vehement Capital Partners,Lost,2017-10-03,0.0
CE81S7UN,MG Advanced,Zotware,Lost,2017-10-08,0.0
LEPH90QI,GTX Plus Pro,Isdom,Won,2017-10-09,5689.0
X1QNN2DG,GTX Basic,Rantouch,Lost,2017-10-08,0.0
J8G6HTCM,MG Special,Lexiqvolax,Lost,2017-10-11,0.0
94P229FH,MG Special,Dontechi,Won,2017-12-30,52.0
Q6F9JWTY,MG Advanced,Rangreen,Won,2017-12-10,3131.0
75JW1GRR,GTX Plus Basic,Konex,Lost,2017-10-09,0.0
P7X2J5DO,GTX Plus Pro,Singletechno,Lost,2017-10-06,0.0
LKBDKJLM,MG Special,Blackzim,Lost,2017-11-27,0.0
9OT0018Y,MG Advanced,Goodsilron,Lost,2017-10-10,0.0
I6RH33SU,MG Advanced,Toughzap,Won,2017-10-05,3957.0
STCU1IXE,GTX Basic,Treequote,Won,2017-12-30,523.0
E3CR358L,GTX Plus Basic,Treequote,Won,2017-12-21,1156.0
BTOD096J,GTXPro,Bubba Gump,Lost,2017-10-06,0.0
1B2WYHTY,MG Advanced,Plexzap,Won,2017-11-30,3509.0
NS6JLCZ2,GTXPro,,Engaging,,
LB5622YN,MG Special,Hottechi,Lost,2017-10-08,0.0
HIX9V4W1,MG Advanced,Dontechi,Lost,2017-10-03,0.0
LZ3B174J,MG Special,,Engaging,,
XQ6FMG3L,GTX Basic,Lexiqvolax,Lost,2017-10-06,0.0
W40IER4O,MG Special,Sonron,Won,2017-12-08,59.0
88PIK8A6,MG Special,Kinnamplus,Lost,2017-10-08,0.0
6K31TYOR,GTX Basic,J-Texon,Won,2017-10-05,502.0
H29XGJ5H,GTX Basic,Rangreen,Lost,2017-12-04,0.0
FSBZ3KOY,GTX Plus Pro,Toughzap,Lost,2017-10-01,0.0
T4SSD24J,GTX Basic,Silis,Won,2017-12-05,541.0
ZDB6D35R,GTX Plus Pro,Ontomedia,Won,2017-12-19,5026.0
8RVTZBQO,MG Advanced,Dontechi,Won,2017-10-10,3148.0
CMM4A6NJ,GTX Plus Basic,Isdom,Lost,2017-10-06,0.0
7PMUB7T4,GTXPro,Bioholding,Lost,2017-10-12,0.0
KTHAX2XV,GTXPro,Isdom,Lost,2017-10-05,0.0
IHOTG9ZQ,MG Advanced,Rundofase,Won,2017-10-09,3006.0
O2BF1KAT,MG Special,Mathtouch,Lost,2017-12-19,0.0
12HOWQMI,GTXPro,Kan-code,Won,2017-10-07,5203.0
CXY4CXX1,MG Special,Condax,Lost,2017-10-07,0.0
IIOVCSHC,MG Advanced,Xx-holding,Won,2017-12-10,2927.0
NX28C8EI,GTX Plus Pro,,Engaging,,
WV2YBM8V,GTX Basic,,Engaging,,
3E09X4S2,GTX Basic,Rantouch,Lost,2017-10-08,0.0
6BATTRKM,GTX Basic,Finhigh,Lost,2017-10-07,0.0
GCWTH2MD,MG Advanced,Isdom,Lost,2017-12-20,0.0
C563WHG1,GTX Plus Pro,Betatech,Won,2017-10-11,6156.0
D9WBSJRC,GTXPro,Warephase,Won,2017-10-09,5007.0
NMLTE4CS,GTX Plus Pro,,Engaging,,
X8P0Q1EU,MG Special,Scotfind,Won,2017-12-06,59.0
PBGB323I,GTX Basic,Cancity,Won,2017-10-07,549.0
V5THS9V8,GTX Plus Basic,Isdom,Won,2017-11-27,1117.0
579RHB6S,MG Special,Stanredtax,Won,2017-10-08,57.0
4SOUOUKH,GTX Plus Pro,Treequote,Engaging,,
9HWUTUXQ,GTX Basic,Lexiqvolax,Lost,2017-10-09,0.0
T58F1T8V,MG Special,Acme Corporation,Lost,2017-10-08,0.0
U3UT9B1U,MG Special,Silis,Won,2017-12-24,55.0
HY7D36UC,MG Special,Umbrella Corporation,Won,2017-12-22,63.0
9YVTJF6C,GTX Plus Basic,Rantouch,Won,2017-10-08,1108.0
JGZVNKMT,GTX Plus Basic,Y-corporation,Won,2017-12-10,944.0
5B3BKUMD,GTX Basic,Finhigh,Lost,2017-10-11,0.0
MGHWZSN2,MG Advanced,The New York Inquirer,Lost,2017-10-06,0.0
EM1BA4EK,GTX Basic,Scotfind,Engaging,,
GWOOPZE8,GTX Plus Basic,Cheers,Engaging,,
84N2YHUB,GTX Basic,Konex,Lost,2017-12-01,0.0
IFVL4WL5,GTX Plus Pro,Streethex,Won,2017-12-10,3704.0
8EPT4HEV,GTX Plus Pro,Konex,Lost,2017-10-07,0.0
HZNNKQ0T,GTX Plus Basic,Donquadtech,Won,2017-10-03,1076.0
Z6ETLZQU,GTX Plus Pro,Mathtouch,Won,2017-12-18,5528.0
GXIVJQPG,GTX Plus Basic,Xx-zobam,Engaging,,
7MSQSYWR,GTX Plus Basic,Initech,Lost,2017-10-10,0.0
5VJIXV02,GTXPro,Yearin,Lost,2017-12-01,0.0
G23RCHB6,GTXPro,Rundofase,Lost,2017-10-08,0.0
RMFG5C6C,GTXPro,Globex Corporation,Won,2017-10-09,4594.0
U2JOATN3,GTXPro,Scottech,Won,2017-12-06,6166.0
JGZ3F67I,GTX Basic,Kinnamplus,Lost,2017-10-07,0.0
FHCSKQ4K,GTX Plus Pro,Bluth Company,Won,2017-12-30,5270.0
TU58PHME,GTX Plus Pro,Sumace,Lost,2017-11-17,0.0
9ZVX7NVU,GTX Plus Basic,Xx-holding,Lost,2017-10-08,0.0
I4OJHXIN,MG Advanced,Cheers,Won,2017-10-05,3169.0
NE300YJ0,GTX Basic,Treequote,Won,2017-11-24,571.0
TYLSS719,GTX Basic,Goodsilron,Lost,2017-12-03,0.0
M3SQPUB1,GTX Plus Pro,Green-Plus,Won,2017-10-13,6304.0
MG1YUTUE,MG Special,Acme Corporation,Engaging,,
PEIZDYXE,GTX Basic,Cheers,Lost,2017-10-02,0.0
HGG0EZ00,GTXPro,Groovestreet,Lost,2017-10-05,0.0
XRRMX8K6,GTX Basic,Statholdings,Lost,2017-10-12,0.0
BJLJV8XE,GTXPro,Condax,Won,2017-12-15,4578.0
AQH7ORZZ,MG Special,Bluth Company,Won,2017-12-18,62.0
GLG1IOHT,MG Special,J-Texon,Won,2017-10-08,51.0
89MUGU6K,GTXPro,Bluth Company,Won,2017-11-30,4881.0
F5OETS8V,GTX Basic,Golddex,Won,2017-12-18,544.0
CU7KT53A,MG Advanced,Goodsilron,Won,2017-12-16,2941.0
QNB3SCN9,GTX Plus Pro,,Engaging,,
0BYU67KG,MG Advanced,Ganjaflex,Lost,2017-12-13,0.0
SLXPTSGS,MG Special,Condax,Won,2017-10-11,44.0
FZGGKS2D,GTX Plus Pro,Doncon,Won,2017-12-23,4910.0
6HDTZCCM,GTX Plus Pro,Warephase,Lost,2017-10-14,0.0
XUEHL04Z,GTX Plus Basic,Konex,Lost,2017-10-04,0.0
CTZ5I5R5,GTX Plus Pro,Bioplex,Won,2017-12-05,5469.0
988QUSNK,MG Advanced,Scottech,Lost,2017-10-03,0.0
2P0VIX4N,MG Advanced,Treequote,Lost,2017-12-20,0.0
TAPH7KQO,GTX Basic,Zumgoity,Won,2017-12-07,568.0
TWGFQS8L,GTX Plus Basic,Cancity,Lost,2017-10-12,0.0
MRPSU52W,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-10-09,0.0
UKXRWZ3P,GTX Plus Pro,Codehow,Won,2017-10-04,5263.0
C5XXGXUE,GTXPro,Toughzap,Won,2017-10-09,4201.0
2IYQ5ALK,GTX Basic,Warephase,Lost,2017-10-07,0.0
K4GL9NDX,GTX Plus Basic,dambase,Lost,2017-12-17,0.0
OFKWBRP7,GTX Plus Basic,Dontechi,Lost,2017-10-10,0.0
1AGL4X1J,GTX Plus Basic,Isdom,Lost,2017-12-18,0.0
TSU40NIZ,GTXPro,Groovestreet,Lost,2017-10-04,0.0
VSN0PA06,GTX Plus Basic,Sunnamplex,Won,2017-10-03,1048.0
FQODPHUL,GTX Basic,Hatfan,Won,2017-11-04,631.0
KRUY5G5I,MG Advanced,Hottechi,Lost,2017-10-13,0.0
SCYV3JPO,GTX Basic,Betatech,Won,2017-10-12,536.0
T91ZAQRH,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2017-12-18,1127.0
R293SULP,GTX Plus Basic,Ron-tech,Lost,2017-10-04,0.0
UDKH3AM0,MG Special,Cancity,Won,2017-10-09,56.0
I4T9W7NQ,GTX Basic,Hottechi,Lost,2017-12-15,0.0
H4ZSZQ9V,GTXPro,Bluth Company,Won,2017-10-10,4186.0
2GQAAHG6,MG Advanced,Konex,Won,2017-10-12,3670.0
7OGPA4I3,MG Advanced,Umbrella Corporation,Won,2017-10-12,3482.0
54XJLU62,GTX Plus Basic,Gekko & Co,Lost,2017-10-12,0.0
XSSK506P,MG Special,Funholding,Lost,2017-10-04,0.0
AJKE7ACY,MG Special,Kinnamplus,Won,2017-10-11,50.0
JPPLGVUS,MG Advanced,Massive Dynamic,Won,2017-12-31,3629.0
O7B3XCKF,GTX Basic,Hottechi,Lost,2017-10-03,0.0
5A7S6Z6P,GTXPro,Groovestreet,Lost,2017-10-11,0.0
OOB372R5,GTX Basic,Condax,Won,2017-10-12,544.0
L67B6CU2,GTX Plus Pro,Rundofase,Lost,2017-10-09,0.0
6V0QV9CU,MG Advanced,Stanredtax,Won,2017-10-10,3415.0
0MXZ36G7,GTX Basic,Bubba Gump,Won,2017-10-04,616.0
LMCHDMJX,GTX Plus Basic,Donware,Won,2017-10-08,1050.0
4HBU57OV,MG Special,Toughzap,Won,2017-10-10,58.0
AOIM2Y7M,MG Advanced,Zotware,Won,2017-10-05,3858.0
5KC100IN,MG Special,Condax,Lost,2017-10-13,0.0
OOFWSKFF,GTX Basic,Hottechi,Lost,2017-10-04,0.0
LV7HHGM4,GTX Plus Pro,Funholding,Lost,2017-10-05,0.0
HBZEI375,MG Advanced,Ron-tech,Lost,2017-10-10,0.0
GRQZZNQB,MG Advanced,Inity,Won,2017-11-08,3207.0
1D8XLZQ8,MG Advanced,Konex,Won,2017-11-21,3795.0
CAX04DY1,MG Special,Rundofase,Lost,2017-11-16,0.0
ZVEH26GP,GTX Plus Basic,J-Texon,Won,2017-10-08,1028.0
G7QR0SCP,MG Special,Doncon,Won,2017-10-15,64.0
MYD4PBM9,GTX Basic,,Engaging,,
DUOS7AO8,GTXPro,Rangreen,Lost,2017-11-24,0.0
CCCQGBSY,GTX Plus Basic,Bluth Company,Won,2017-12-09,1284.0
C5Z2806X,GTXPro,Iselectrics,Won,2017-12-28,5044.0
2CY7OS6A,MG Special,Y-corporation,Lost,2017-10-06,0.0
FZKX09GE,MG Advanced,Rangreen,Won,2017-10-09,3254.0
E2CJIO85,GTX Plus Pro,,Engaging,,
R2PBFVU7,GTXPro,Hottechi,Lost,2017-10-08,0.0
D4SJ5G2G,MG Special,Xx-zobam,Lost,2017-12-23,0.0
N2ESTUQT,GTXPro,Vehement Capital Partners,Won,2017-10-10,5127.0
3QSM7X3W,GTXPro,Green-Plus,Won,2017-11-06,4194.0
UG4BHJRQ,GTXPro,Singletechno,Won,2017-10-11,4105.0
NMF60XWK,MG Special,Cancity,Lost,2017-10-13,0.0
L6WEVHEN,MG Special,Gogozoom,Won,2017-12-16,59.0
EP5QRHID,MG Advanced,,Engaging,,
EYWXCFXJ,GTX Plus Pro,Bluth Company,Lost,2017-11-01,0.0
QC9B7V93,MG Advanced,Acme Corporation,Lost,2017-10-11,0.0
CPVW06O2,MG Special,Bubba Gump,Won,2017-10-11,54.0
2KNVLXA4,GTX Plus Pro,Plussunin,Won,2017-10-14,5989.0
5WAKI1NB,GTX Basic,,Engaging,,
LDJ6VTNW,GTX Plus Basic,,Engaging,,
YI8JSLKX,GTXPro,Silis,Lost,2017-10-15,0.0
E4O6XJ9E,GTXPro,Betatech,Lost,2017-10-12,0.0
L7TT9ZL4,GTX Plus Pro,Finhigh,Won,2017-12-21,4735.0
JD6WHH6G,GTXPro,Rangreen,Won,2017-10-10,5055.0
93OFIHMF,GTX Plus Pro,Fasehatice,Won,2017-12-05,4527.0
9E7VMZ1J,GTX Basic,dambase,Lost,2017-12-23,0.0
BUNGSHKB,GTXPro,Scottech,Lost,2017-10-15,0.0
MK2YTCZN,MG Special,Inity,Won,2017-10-06,58.0
MZTB3C70,GTX Basic,J-Texon,Lost,2017-11-17,0.0
LHG76MIU,MG Special,Rantouch,Won,2017-12-03,62.0
SGAJAIP9,GTXPro,Blackzim,Won,2017-12-20,5026.0
UZ9SEIZ9,MG Special,Nam-zim,Lost,2017-10-13,0.0
KDY5FEUO,GTX Basic,Y-corporation,Won,2017-12-20,496.0
1L68AC0E,GTXPro,Gogozoom,Engaging,,
ZRMZJVWK,GTXPro,Plusstrip,Won,2017-12-28,5491.0
JAG873Y3,MG Special,Hottechi,Lost,2017-10-12,0.0
WQTR95J3,GTX Basic,Stanredtax,Won,2017-10-11,622.0
1FHY3UGF,GTXPro,Zotware,Lost,2017-10-13,0.0
B9KFRY53,GTX Plus Basic,Rangreen,Won,2017-10-10,1132.0
ZRCY8P4P,GTX Plus Pro,Condax,Won,2017-12-14,5422.0
M3RME16Q,GTXPro,Inity,Won,2017-10-14,5170.0
YPRHMUIB,GTXPro,Stanredtax,Won,2017-12-22,5009.0
HM4ZINFJ,MG Advanced,Zathunicon,Lost,2017-10-10,0.0
06C1N1F7,MG Special,,Engaging,,
6WIQG92N,GTK 500,Konex,Lost,2017-10-18,0.0
3JMB4J8E,GTX Plus Pro,Acme Corporation,Won,2017-10-07,5331.0
FTZ4VYH4,MG Advanced,Scotfind,Lost,2017-12-13,0.0
GEJKKFOL,GTX Basic,Groovestreet,Lost,2017-10-10,0.0
UYWQ5N0R,GTXPro,Labdrill,Lost,2017-11-23,0.0
NDAFT4KV,GTX Plus Basic,Hatfan,Won,2017-10-18,1132.0
BO1GBSM0,GTX Plus Pro,Blackzim,Won,2017-10-11,5004.0
FSVEMKSG,GTX Basic,Inity,Won,2017-10-10,556.0
V0XQVHQV,MG Special,Gogozoom,Won,2017-10-12,53.0
TFZMFOH9,GTXPro,Finjob,Won,2017-11-24,4362.0
VVE9HGLD,GTXPro,,Engaging,,
8T9ANK4E,GTX Basic,Warephase,Won,2017-12-24,550.0
76WXMI88,MG Special,Stanredtax,Won,2017-12-28,50.0
ZH8XR8YT,GTX Plus Basic,Dontechi,Lost,2017-10-13,0.0
PR9HQKA7,GTX Plus Basic,Dontechi,Lost,2017-10-15,0.0
NMHDWGNT,GTXPro,Funholding,Lost,2017-10-15,0.0
WX3CPDYD,GTXPro,Gekko & Co,Won,2017-12-31,4651.0
3DF5FIAM,MG Advanced,Umbrella Corporation,Won,2017-12-17,3285.0
018KKT5I,GTX Basic,Faxquote,Lost,2017-10-11,0.0
9AOPLD0O,MG Advanced,Umbrella Corporation,Won,2017-10-11,3002.0
J54XWY0O,GTX Basic,Betatech,Lost,2017-10-16,0.0
FJEL0TDN,MG Special,Conecom,Won,2017-10-07,58.0
I5JTM3EK,MG Special,Zoomit,Lost,2017-10-08,0.0
3Q5R6HAY,MG Advanced,Doncon,Won,2017-10-08,3435.0
VOEOU1U6,MG Special,Xx-holding,Lost,2017-10-07,0.0
52IHI8JD,MG Special,Funholding,Lost,2017-11-24,0.0
7QPQ40X9,MG Advanced,Ron-tech,Lost,2017-10-08,0.0
KFZ37330,GTX Basic,Konex,Won,2017-12-14,492.0
T64JVA4T,GTXPro,Xx-zobam,Won,2017-10-07,4401.0
Y5C1Q7UR,MG Special,Zathunicon,Won,2017-12-26,50.0
VN0XOAB6,MG Advanced,Bubba Gump,Won,2017-11-12,3333.0
MVZG0BSG,GTX Plus Basic,Donware,Won,2017-10-16,1095.0
JIEO87ZV,MG Advanced,,Engaging,,
EM1W738H,GTX Plus Pro,dambase,Won,2017-11-22,5595.0
13WLN2MJ,GTXPro,Finhigh,Won,2017-10-08,4461.0
M4NNI01I,GTX Plus Basic,Yearin,Lost,2017-10-16,0.0
MIA65OVY,MG Special,,Engaging,,
U3FTUG3T,GTX Basic,Streethex,Won,2017-11-20,415.0
RS13M1ZP,MG Advanced,Stanredtax,Won,2017-10-08,3212.0
10B65ZN9,GTX Basic,Groovestreet,Won,2017-12-31,457.0
V4YBVSJ4,GTX Plus Basic,Condax,Lost,2017-10-17,0.0
LVMPJ8JN,GTX Basic,Codehow,Won,2017-12-31,546.0
OV0LOPAA,GTX Plus Basic,Statholdings,Lost,2017-10-12,0.0
0ISX53T3,GTX Basic,Globex Corporation,Won,2017-12-21,453.0
KL8PCQXC,GTXPro,Hatfan,Lost,2017-10-15,0.0
Q4KZSJ6Q,GTX Basic,dambase,Won,2017-10-07,510.0
1IABHXOP,GTX Basic,Gogozoom,Won,2017-10-14,552.0
2RE0MZGV,MG Advanced,Zencorporation,Won,2017-10-07,3203.0
JLKLRCFZ,GTX Plus Pro,The New York Inquirer,Won,2017-10-14,6228.0
2X9KWWCP,MG Special,dambase,Won,2017-10-11,59.0
IF2BUC3Q,GTXPro,Mathtouch,Lost,2017-10-08,0.0
GU4HXZ55,GTX Plus Basic,Condax,Won,2017-12-23,1129.0
JQK0EF45,GTX Plus Pro,Streethex,Won,2017-10-13,5349.0
